	Text	Contains_hate
776	ده مبقاش موسم كورونا ده بقي موسم تزاوج🙄⁦🤦🏻‍♀️⁩.	Not Hatefull
777	"بيان رسمي:  🔴 #الجزائر تعتمد دواء لعلاج #فيروس_كورونا و هو ""كلوروكين"" 🔴الدواء كان يُستعمل لعلاج الملاريا وأمراض الروماتيزم 🔴الدواء يعمل على رفع القدرات المناعية للمريض 🔴الدواء يُنتج محليا في الجزائر ومتوفر بكميات كافية  🚫 هذا لا يعني رفع حالة الطوارئ الصحية 🚫"	Not Hatefull
778	📍 من يزيد؟؟ شي غريب فعلا  مع تسابق شركات الدواء للفوز بأول ترخيص للقاح الكورونا  شركة فايزر أعلنت ان فعالية 90% لقاحها بعدها بأيام اعلنت روسيا فعالية 92% لقاحها بعدها بأيام اعلنت شركة مودرنا فعالية 94.5% لقاحها  اليوم شركة فايزر عدلت رقمها السابق وان فعالية لقاحها ارتفع ل 95%  https://t.co/gotKhQYmRL	Not Hatefull
779	@Fairoz_q8 مالي ارى الناس في رُعبٍ يؤرقهم   من الكُورونا كأن الموت قد وصلَا    يا خائفاً من لقاء الموت مرتعداً هل يمنع الخوف أمر الله إن نزلَا  َالموت كأساًُ وحتماً سوف نشربهُ لا شك إنّا سنرحلُ مثل من رحلَا  فلا تموتوا بداء الخوف وابتسموا لا ينتهي العمر حتى نَبلُغ الأجـــلا  #بوح_كرونا	Not Hatefull
780	هناك عدة تدابير يمكنك تطبيقها لحماية نفسك من فيروس كورونا الجديد. ابدأ بتنظيف يديك بشكل منتظم بفركهما بمطهر كحولي أو بغسلهما بالماء والصابون. للمزيد من التدابير الوقائية، اطلع على النصائح الصادرة عن المنظمة على الرابط التالي:    https://t.co/t7BBn9yis2	Not Hatefull
781	#وزير_الصحة : إنا لله وإنا إليه راجعون، أعزي نفسي وكل الزملاء بوفاة الأخ/ د. طارق حسين مخيمر ، من أطباء الأنف والأذن والحنجرة في م. زين متأثرا بمضاعفات فيروس كورونا المستجد. رحمه الله وألهم أهله ومحبيه الصبر والسلوان.  @Drbaselalsabah  https://t.co/BX3cWjBGgI	Not Hatefull
782	في #الجزائر، أن تتكلم في السياسة أخطر من أن تمارس كل الجرائم.  العصابة بيها الحراك، ماشي كورونا. #ارفعوا_الحجر_السياسي #افتحوا_بيوت_الله	Not Hatefull
783	جارناا جاو داوه البوليس طليت عليه قلتلوا كورونا سمحمد ؟ قالي لا حشيش حشيش ماتخافوش	Not Hatefull
784	#Algérie : الخبر-المركز الروسي يعلن موعد إنتاج لقاح كورونا مرحبا بك في موقع الخبر الإلكتر  https://t.co/XINwu0g00lالمركز-الروسي-يعلن-موعد-إنتاج-لقاح-كورونا/ via ElKhabar	Not Hatefull
785	طلبت السلطات الصحية ممثلة بالصحة الوقائية عدم مشاركة النواب الـ 12 المصابين بكورونا في اجتماعات اللجان البرلمانية وجلسات المجلس إلى حين التأكد من خلوهم من الفيروس، وبناء عليه لن يتمكنوا من حضور اجتماعات اللجان البرلمانية اليوم.  https://t.co/3fD1Kwvj5j	Not Hatefull
786	7 نصائح يجب الالتزام بها لتجنب طفلك خطر الإصابة بفيروس #كورونا.. تعرف عليها  #انت_مسؤول #وقاية_وأمان  https://t.co/omUat7oeaw	Not Hatefull
787	كورونا..إخضاع 3328 جزائري عادوا من الخارج الى الحجر الصحي #أخبار_الجزائر	Not Hatefull
788	@eiiie_i ههههههههه اخطر من فايروس كورونا 😂😂😂	Not Hatefull
789	7 تدابير لتجنّب عدوى كورونا خلال توصيل طلبات الطعام  https://t.co/4J9o532ZoM #أخبار_الإمارات  #الإمارات #كورونا #كورونا_الجديد #كورونا_المستجد #كوفيد_19 #كورونا_فيروس #كورونا_الامارات  https://t.co/A7EUPZYNv0	Not Hatefull
790	#عمرين_الاهدل_في_ذمه_الله  انتقل إلى رحمة الله تعالى في هذا اليوم أخونا عمرين الاهدل جراء اصابته بفيروس كورونا أسأل الله له الرحمة والمغفرة وأن يتقبله عنده من الشهداء وأن يسكنه الفردوس الأعلى ويرزق أهله الصبر والسلوان . إنا لله وإنا إليه راجعون  https://t.co/eRDr84uQdw	Not Hatefull
791	الجزائر : تسجيل 190 اصابة جديدة ليرتفع عدد المصابين بفيروس كورونا في الجزائر الى 4838 حالة مؤكدة     تسجيل 5 حالات وفاة جديدة ليصبح عدد الوفيات 470.  #كورونا #كورونا_فيروس #كورونا_الجديد #كورونا_المستجد #كوفيد_19 #كورونا_الجزائر  https://t.co/hjJwdC86iU	Not Hatefull
792	قلت لجدتي الكورونا وصلت اليمن . قالت أيش بانستفيد هي عتوصل لايد المسؤولين السرق  ويقسموها بينهم البين ولا عيدو للناس شي 🤣🤣😂😂🤣😹 قلت ياريت والله ربي يسمع منك يهنا في قلوبهم😁😎😂🤣	Not Hatefull
793	خلونا واقعيين الناس ما تلتزم بتعليمات الوقاية من جهنم تبونها تلتزم بتعليمات الوقاية من كورونا .  #الموجة_الثانية	Not Hatefull
794	#الخرج_نت : شركة أميركية تعلن نتائج إيجابية لتجربة عقّار رمديسيفير لعلاج كوفيد-19  https://t.co/IgkEC3vxe9	Not Hatefull
795	الفرق بينك وبين الي معه كورونا انه هو عمل فحص وانت لا #كورونا_لبنان #كورونا	Not Hatefull
796	حذر أطباء يابانيون من أن استخدام معقمات الأيدي القائمة على الكحول لا يحمي من خطر الإصابة بفيروس كورونا، كونها تزيل البكتيريا النافعة التي تلطف الجلد وتصد مسببات الأمراض.	Not Hatefull
797	بقلوب راضية بقضاء الله وقدره ننعى زميلنا #الممرض_خالد_الحسيني بمستشفى الملك عبدالعزيز بمكة، بعد إصابته بفيروس #كورونا اللهم ارحمه واسكنه فسيح جناتك ونقه من الذنوب والخطايا كما ينقى الثوب الابيض من الدنس، والهم اهله الصبر والسلوان، وإنا لله وإنا إليه راجعون   #ابطال_صحة_مكة  https://t.co/Y6lblqCdrW	Not Hatefull
798	بوناطيرو لقالكم دوا ولا مازال الكورونا راحت في أفريل ولا مزال داوكم لأوروبا باش تفيزيتو وتشوفو الفقر ولا مازال كليتو لحم تاع 80 ألف ولا مازال أسترجعولكم الأموال المنهوبة ولا مازال دارولكم أونڨلي في بلاصت الفرونسي ولا مازال يادرا القبايل قسمو البلاد ولا مازال #حررو_المعتقلين	Not Hatefull
799	انتقل الى جوار ربه، الاستاذ الكبير والمؤلف وعازف الكمان احمد الجوادي جرَّاء اصابته بفايروس كوفيد-١٩  رحمة الله عليه واسكنه فسيح جناتة والهمنا واهله وذويه الصبر والسلوان،  وانا لله وانا اليه راجعون   @jawadimusic52	Not Hatefull
800	"#فيروس_كورونا_الجديد ""غدًا نحكي فصول الصبر والغُمّة بأن قد زالت البلوى وصارت قصّة تُروى  وجاء الغيثُ للأمّة""🕊💗💗"	Not Hatefull
801	أ.ف.ب: لقاح أسترازينيكا/أكسفورد فعّال بنسبة 70% للوقاية من كوفيد-19	Not Hatefull
802	وزارة الصحة : @OmaniMOH  تسجل حالة الوفاة الثامنة  لوافد مصاب بمرض كورونا (كوفيد 19 ) ويبلغ من العمر 53 عاماً. تغمد الله الفقيد بواسع رحمته وأسكنه فسيح جناته ونسأل الله العلي القدير أن يلهم أهله الصبر والسلوان💔🙏🏻.  #خليكم_في_البيت	Not Hatefull
803	#فرجت_مع_أبشر  #العيد_اليوم  #أول_من_تهنئ_بالعيد  @momhmom  @abdulrhmandohem  @A7madAlshoora  همتكم تكفوون هذا اب عمره 50 عند عياله الان قبل كورونا كان فالسجن وبعد كورونا راح يرجع للسجن والله تكفووون همتكم خلونا نفرحه مع ليلة العيد هو وعياله ♥️♥️♥️ رقم الفاتورة : 197804931  https://t.co/mFQGV7fJjY	Not Hatefull
804	⭕وزير الصحة للفرات: لا يوجد لدينا علاج لفايروس كورونا ونعالج المصابين بحبوب تجريبية اثبتت نجاحها	Not Hatefull
805	توسيع اجراءات #الحجر_الجزئي الى الولايات التالية: #باتنة، #تيزي_وزو ، #سطيف ، #قسنطينة، #المدية، #وهران، #بومرداس ، #الوادي و #تيبازة” ابتداءا من الغد.  #يوم_الجمعة #الجزائر #فيروس_كورنا #ريح_في_دارك #خليك_في_بيتك	Not Hatefull
806	الاعلان عن إصابة الرئيس الجزائري عبد المجيد تبون بفيروس #كورونا  https://t.co/QX8znIUsXy	Not Hatefull
807	تحذيرات بالدانمارك وفي الدانمارك، رصدت سلالات من فيروس كورونا مرتبطة بحيوان المنك لدى 214 شخصا منذ يونيو/حزيران الماضي، مما دفع السلطات إلى إعدام كل حيوانات المنك فيها. وكانت رئيسة وزراء الدانمارك مته فريدريكسن قالت أول أمس الأربعاء إن بلادها ستعدم ما يصل إلى 17 مليون حيوان منك  https://t.co/WmYPGRuBM7	Not Hatefull
808	"الــــ BBC منظمة الصحة العالمية: الاعتقاد بأن فيروس كورونا سيختفي بحلول الصيف ""أمل زائف""  https://t.co/eZ8DXGi2lk"	Not Hatefull
809	05 جامعات عالمية في مرحلة التجارب النهائية لإنتاج لقاح ضد كورونا ، بالمقابل 110 جامعة جزائرية تطالب بإلغاء السداسي الثاني..❗ عندما قال هذا الوزير المستوي صفر غاضهم الحال  https://t.co/Z0TSsmDwUE	Not Hatefull
810	كورونا تحصد الكوادر الطبية بعدن توفى اليوم الدكتور يونس أنيس، أخصائي المخ والأعصاب. اللهم اغفر له وارحمه واسكنه فسيح جناته ويلهم أهله وذويه الصبر والسلوان وانا لله وانا اليه راجعون  https://t.co/kZw8WhzhtS	Not Hatefull
811	أين هي ثروات الجزائر #تروح_كورونا_زيدو_أنتوما #توقفوا_عن_إستدعاء_النشطاء #Corruption	Not Hatefull
812	#ليلك_لاتخاطرين_بصحتنا_SEU  لان صحة الطلاب في المقدمه ولأننا واجهنا ايام صعاب من جائحه كورونا .. اجزم بأن قرار الاختبارات الحضوريه غير صائب .. نحن نثق بكم وبقرارتكم الا في هذه الفتره....نحن طلاب الجامعة السعودية الالكترونية نصمد ونتحد ونتكاتف للبحث عن حلول	Not Hatefull
813	@McCaliph   تقول الكويت قبل كورونا مو الكويت بعد كورونا هههههه هذا وانت مازلت بكورونا الله يستر من بعدها	Not Hatefull
814	"""فيروس  كورونا  يكره النقاب""!!  عنوان مقال فى صحيفة فرنسية يقول:""المنتقبات لن يخفن من العدوى وهن اقل عرضة لكورونا لانهن لا يصافحن بالايدي ولا يقبلن ولا يعانقن وهذه هي الاحتياطات الموصى بها من طرف العلماء لتفادي الإصابة"". سبحانك ربي ما أعدلك  https://t.co/SmdGOxv3Kk"	Not Hatefull
815	🔴 عاجل : -  جونسون: لا مفر من موجة ثانية لجائحة كورونا وندرس كل السيناريوهات .  https://t.co/79V7y97Xkx	Not Hatefull
816	⭕عاجل  الحشيش يقضي على فايروس #كورونا .. أثبت الدكتور يوسف أبو حنا أن سيجارتين حشيش في اليوم تمنع فايروس #كورونا من التمكن من أداء وظيفته في الرئتين أحضر صديقك الذي لن يصيبة كرونا أبدا😂😂	Not Hatefull
817	بس نموت ابقو تز #كورونا 🥴 #لا_داعي_للهلع #سنموت_بعد_قليل #لبنان	Not Hatefull
818	غداً بحول الله ستزول الغمّة .. غداً يزيل الله هذا الفايروس.. غداً تعودُ لنا نعمة الحياة الطبيعية .. غداً أجمل بإذن الله ..  فقط نتفاءل ونحسنُ الظنّ بالله 🤍  #كورونا	Not Hatefull
819	يخوفي يجيبو لقاح الكورونا وما يكفينا يقوموا يزيدوه مي ويخضوا العلبة   حركات الفلسطينية وعارفينها 😂	Not Hatefull
820	منظمة الصحة العالمية: من الخطأ الاعتقاد بأن فيروس كورونا سيختفي خلال فصل الصيف كما لو كان مجرد إنفلونزا   #يارب_احفظ_مصر  https://t.co/DsKdnqCnUT	Not Hatefull
821	ترى هل يفعلها بوناطيرو اليوم و تدخل الجزائر التاريخ بلقاح انقذ العالم !؟  دقت ساعة الحسم  اليوم معهد باستور يعلن مدى صحة دواء #كورونا لبوناطيرو يارب تكون ايجابية  وقفة تشجيع لإبن الجزائر ❤ معا لتشجيع المنتوج المحلي 👏👌  #ريح_في_داركم  https://t.co/QTElLWLjI5	Not Hatefull
822	قصيده للخائفين من كورونا *مالي ارى الناس في رُعبٍ يؤرقهم*من الكورونا كأن الموت قد وصلَ*يا خائفاً من لقاء الموت مرتعداً*هل يمنع الخوف أمر الله  إن نزلَ*الموتكأساًُوحتماً سوف نشربهُ*لا شك إنّا سنرحلُ مثل منرحلَ*فلاتموتوابداءالخوفوابتسموا*لا ينتهي الـــعمر حتى نَبلُـغ الاجلَ	Not Hatefull
823	أربعة نصائح مهمة حول فيروس #كورونا_الجديد  - تجنب المصافحة  - غسل اليدين وتعقيمها باستمرار  - تجنب التجمعات بأنواعها و #خليك_في_البيت  - إذا أحسست بأعراض المرض أو إذا كنت قادما من خارج المملكة يجب أن تعزل نفسك في بيتك وتواصل مع وزارة الصحة ٩٣٧ لتقديم المشورة الصحية  #كلنا_مسؤول	Not Hatefull
824	اللهم خفف عنا ثقل هذه الأيام وإرزقنا قوة الصبر وإشرح صدورنا وأرح قلوبنا ، اللهم يا صانع المعجزات و يارب المستحيلات أرنا الفرح في كل ما نريد. #كورونا	Not Hatefull
825	💣 على المباشر👇 مباشرة من ⁧#البيت_الأبيض⁩ لم ينتبهوا للكاميرا مقطع مسرب لفريق عمل ترامب يتكلمون عن ⁧#كورونا_فيروس⁩ بأنه خدعة وبأن اللقاح موجود وأنهم ملقحون ضده فلا داعي للبس الكمامات عندما لا يكون البثويخبر أحدهم أن الوفيات مزورة وأن الفيروس ضعيف جدا  https://t.co/ZqOLA269nK	Not Hatefull
826	مالي ارى الناس في رُعبٍ يؤرقهم   من الكورونا كأن الموت قد وصلَ       يا خائفاً من لقاء الموت مرتعداً هل يمنع الخوف أمر الله  إن نزلَ  َالموت كأساًُ وحتماً سوف نشربهُ لا شك إنّا سنرحلُ مثل من رحلَ  فلا تموتوا بداء الخوف وابتسمو ؟ لا ينتهي الـــعمر حتى نَبلُـغ الاجلَ #شعر_كوروناتي	Not Hatefull
827	@mjzs8_1 ان شاء الله يروح الوباء ونرجع لحياتنا .	Not Hatefull
828	إنا لله وإنا إليه راجعون وفاة اللواء أركان حرب مهندس / شفيع عبدالحليم داوود مدير ادارة المشروعات الكبري بالهيئة الهندسية للقوات المسلحة المصرية أثر تأثرة بأصابة فايروس الكورونا صباح اليوم. رحم الله الفقيد واسكنه فسيح جناته والهم أهله الصبر والسلوان   الكلام ده حقيقي؟؟	Not Hatefull
829	قاعدة الإنتصار على الكورونا:  أن تتعامل مع أي شخص على أنه مصاب  و تتصرف أنت مع كل الأشخاص على أنك مصاب.  (وزير الصحة الصيني)  #فيروس_كورونا #حالة_الطوارئ_يا_تبون   #ريح_في_داركم #COVIDー19	Not Hatefull
830	#كورونا   #صوت_بلا_على_الدستور  #الجزائر اللهم ارفع عنا البلاء والوباء اللهم ارفع عنا الرجز وعن جميع المسلمين.  اللهم إنا نعوذ بك من الجنون والبرص والجذام ومن سيء الأسقام.  اللهم إنا نعوذ بك من فجأة البلاء وسوء القضاء وغلبة وقهر الأعداء. اللهم احفظنا واهدنا وأحبتنا والمسلمين.	Not Hatefull
831	واحد يسأل صاحبه بعد  زواجه بشهر  كيف الزواج؟ رد عليه بسرعه وقال :  الزواج مثل (  الكورونا ) يا صديقي   أول  15 يوم ما تشعر بأي  أعراض ، لكن بعد ذلك تبدا تحس بإختناق    وضيق تنفس و بعدها انت و مناعتك ..   يا تموت شهيد .. ياتعيش مجاهد طول عمرك ... هههههههههه	Not Hatefull
832	خلونا واقعيين الناس ما تلتزم بتعليمات الوقاية من جهنم ،، تبونهم يلتزمون بتعليمات بالوقاية من كورونا ؟🤔	Not Hatefull
833	ما بين أعراض #الإنفلونزا و #كورونا، كيف يمكنني التمييز، وهل أنا مصاب بكورونا؟  الإجابة في الرابط:   https://t.co/l1Ug9nSJrE  #صحتك_في_رمضان #رمضان #السعودية #الامارات #قطر #COVID19 #الجزائر #فيروس_كورونا #خليك_في_البيت #Ramadan	Not Hatefull
834	د. الحمادي: لا يوجد دليل علمي يثبت أن #فيروس_كورونا_المستجد ينتقل من خلال السباحة في مياه البحر أو أحواض السباحة، ولكن يجب الالتزام بالإجراءات الوقائية والتباعد الجسدي حول أماكن السباحة.	Not Hatefull
835	بخالص العزاء وصادق المواساة للأخ سلطان العتيبي في الفاجعة الكبيرة والمصاب الجلل بوفاة ٨ من أبنائه أسأل الله أن يربط على قلبه ويلهمه الصبر والسلوان وانا لله وانا اليه راجعون وحسبي الله ونعم الوكيل اخوك فراس الهاشمي  #سلطان_العتيبي #حريق_صباح_الاحمد #كورونا_الكويت	Not Hatefull
836	الصحة السعودية: 5 نصائح لتجنب فيروس “كورونا”  https://t.co/3aKJykTXoZ  https://t.co/lbeDBwkMjs	Not Hatefull
837	خلونا واقعين الناس ماتلتزم بتعليمات الوقايه من جهنم  تبونهم يلتزمون بتعليمات الوقايه من كورونا ؟؟؟	Not Hatefull
838	📣📣📣📣📣 علاج كورونا 📣📣📣📣📣 : ١/بسم الله الذي لا يضر مع اسمه شيء في الأرض ولا في السماء ٢/الأخذ بالاسباب #حكمة	Not Hatefull
839	طبيبي :دراسة هيدروكسي كلوروكين لا يوقف انتشار “كوفيد-19” بين العاملين الصحيين!  https://t.co/kAQ7UOp3lE	Not Hatefull
840	@Emanshabander هههههه….  لا يا مسكينة سعدية هاي منين اجتك كورونا   مصائب قوم ..عند قوم… فوائدِ	Not Hatefull
841	@News_Ejazah ان شاء الله يروح عنا الوباء	Not Hatefull
842	سيذهب الوباء ومعه البلاء بإذن الله تفاءلوا بـ الخير تجدوه .. وإن حدَّثوك عن أمر مخيف، فحدثهم عن رب لطيف❤️ #كوفيد_19  #سناباتي  https://t.co/Akm7DL70Sg	Not Hatefull
843	بقلوب مؤمنة راضية بقضاء الله وقدره أتقدم بخالص العزاء وصادق المواساة لعائلة السحلول  في وفاة الأخ العزيز المرحوم بإذن الله تعالى #غنيم_سعود_بطيان_السحلول  متأثرا بفيروس #كورونا تقبله الله في الشهداء  تغمده الله برحماته وأسكنه فسيح جناته وألهم أهله وذويه الصبر والسلوان	Not Hatefull
844	تعرف على التدابير الضرورية لتجنب عدوى #كورونا عند استلام طلبات الطعام. #صحيفة_الخليج #الإمارات  https://t.co/UkIYQOouxZ	Not Hatefull
845	وزير الصحة في #الجزائر يؤكد بداية الاتصالات مع المخبر الروسي فايزر و مخابر عالمية اخرى  لشراء #لقاح_كورونا #كورونا #Covid_19 👇	Not Hatefull
846	#BREAKING #كورونا وصلت ع #لبنان و لكن #لا_داعي_للهلع #سنموت_بعد_قليل  نسيت قلكن #جمعة_مباركة  #غرد_كهاوي_شهرة	Not Hatefull
847	من كتر أخبار أعداد الموتى بسبب القتل والحرب و الكورونا  مذيعة قناة العربية اخطأت وقالت  :  سنموت بعد الفاصل بدل  :  سنعود بعد الفاصل😂🤣  https://t.co/xTluzJBg7Q	Not Hatefull
848	🔴 شوارع نظيفة 🔴 بيوت معقمة 🔴 نساء ماكثات بالبيوت 🔴 مأكولات شهية متنوعه 🔴 أطفال تحت العناية المنزلية 🔴 شعب مسالم 🔴 طوابير منظمة 🔴 مستشفيات متأهبة 🔴 شباب مسؤول 🔴 تضامن شعبي 🔴 ملاهي مغلقة 🔴 نقص الالفاظ البذيئة 🔴 لا اختلاط ولا فوضى  🔴 كورونا جاءت لتربي لتنظف لتطهر 👌	Not Hatefull
849	@mahdcr7 خلونا ع كورونا احسن 😂	Not Hatefull
850	@Ra14164 ان شاء الله بيجي و يروح هذا الوباء 🕊️🌿.	Not Hatefull
851	@Joanna_MDaher @BellaBassil @DRSAMIRGEAGEA ههههههههههه ههههههههههه ههههههههههه ههههههههههه ههههههههههه ههههههههههه ههههههههههه ههههههههههه ههههههههههه ههههههههههه ههههههههههه ههههههههههه ههههههههههه ههههههههههه من ٣٥ سنة عم بتقولو ايامنا معدودي ونحن من عز ل عز وانتم للمزابل وسمير الخرا قتل اكتر من اللي قتلهم كورونا	Not Hatefull
852	دراسة/ دواء هيدروكسي كلوروكين لا يساعد في علاج كوفيد- 19 وقد يتسبّب بزيادة خطر الوفاة  https://t.co/dvp3FpXOXaدراسة-دواء-هيدروكسي-كلوروكين-لا-يساعد/	Not Hatefull
853	أنا لله وأنا اليه راجعون الله يرحمه ويغفر له ويسكنه فسيح جناته ويلهم أهله وذويه الصبر والسلوان. #فيروس_كورونا	Not Hatefull
854	نسألكم الدعاء،، العم  *صالح عيسى البلوشي*            بوساره  تأكدت بإصابتة بڤايرس كورونا   ويرقد حالياً في مستشفى جابر نسأل الله له العفو والعافية وتمام العافية ودوام العافية بإذن الله تعالىٰ  https://t.co/3fJYG5wfcx	Not Hatefull
855	عاجل | «موديرنا»: لقاحنا ضد «كورونا» فعال بنسبة 94,5%   https://t.co/MO9gssmcZu  https://t.co/VTLaM5fUhM	Not Hatefull
856	إجراءات مطار بيروت:  👮‍♂️- مرحبا، معك كورونا؟  😷- مرحبا، لا والله   👮‍♂️- حلوف 🤨  😷- وحياة إمي  👮‍♂️-🤔 تفضل أهلا وسهلا فيك نورت لبنان	Not Hatefull
857	المصاب رجل في الخمسينيات من العمر يسكن في ولاية الخرطوم وقد توفي الى رحمة مولاه يوم أمس الخميس 12 مارس.  وكان قد زار دولة الإمارات العربية المتحدة خلال الاسبوع الاول من مارس. نسال الله ان يتغمده بواسع رحمته وأن يلهم أهله وذويه الصبر والسلوان.  #احتياطات_السودان_لمنع_كورونا	Not Hatefull
858	تخيل يجيلك كورونا قبل ما تتجوز دي تبقى مأساة  بعد إذن نهاية العالم يا شباب ملحقتش اتكاثر .  - الدحيح - @ei234__  https://t.co/JMypohkNEj	Not Hatefull
859	وزارة الصحة: ستة مواطنين أنهوا فترة الحجر الصحي يغادرون مركز الحجر بعد تطبيق كافة الاجراءات الوقائية والتأكد من خلوّهم من فيروس كورونا المستجد  #كونا #الكويت (م.ث)	Not Hatefull
860	متى يجب عليك غسل اليدين ؟ #كورونا  #فيروس_كورونا_المستجدّ  #وزارة_الصحة  https://t.co/MSaUDmhEQ4	Not Hatefull
861	#نصايح_لتفادي_كورونا كيفية الوقايه من عدوى كررونا المستجد:  غسل اليدين بالماء والصابون بانتظام  تغطية الفم والأنف عند السعال والعطس  تجنب عدم الإتصال المباشر مع اي شخص تظهر عليه أعراض المرض   اللهم احفظ بلادنا وخادم الحرمين من كل مكروه	Not Hatefull
862	تمديد تدابير الحجر الصحي في الجزائر لحماية السكان من انتشار فيروس كورونا  https://t.co/NTbiBgeZla  https://t.co/jwgkbjEWPe	Not Hatefull
863	@knight_alsharji @olla191 @n__d543 @Sc6I98 هههههههه شكله من كورونا	Not Hatefull
864	اليوم الأثنين 23 شوال 1441هـ 4507 حالة جديدة مصابة بـ #كورونا في السعودية بمنطقة #نجران 43 حالة أصابة جديدة توزعت على مدينة نجران ومحافظاتها  #شرورة 12 حالة ومحافظة بدر الجنوب 4 وفي محافظة #يدمة 3 حالات أما مدينة #نجران فسجلت 24 حالة أصابة جديدة   #ملتقى_قبائل_يام_الرسمي  https://t.co/3g8dHFPWQ1	Not Hatefull
865	سيادة الوزير الأول ، بعد التحية والتقدير، نحن ثلاثة رئساء مصالح مؤسسة المذابح والمسمكة لولاية الجزائر قدمنا شكوى رسمية للنائب العام ضد فساد مدير المؤسسة تم فصلنا نهائيا من العمل منذ سنة ونحن نعيش وباء الفقر أخطر من هاذا الوباء رجائنا بالله ثم عليكم لرد الإعتبار لناوإعادةإدماجنا  https://t.co/NwCh05HzyH	Not Hatefull
866	@ExvBCcbJOZwvxzW هههههههه حب في زمن الكورونا الحلقة 620	Not Hatefull
867	مالي ارى الناس في رُعبٍ يؤرقهم   من الكورونا كأن الموت قد وصلَ       يا خائفاً من لقاء الموت مرتعداً هل يمنع الخوف أمر الله  إن نزلَ  َالموت كأساًُ وحتماً سوف نشربهُ لا شك إنّا سنرحلُ مثل من رحلَ  فلا تموتوا بداء الخوف وابتسمو ؟ لا ينتهي الـــعمر حتى نَبلُـغ الاجلَ 👍 #كورونيات	Not Hatefull
868	"بيان وزارة الاتصال ⭕الجزائر تعتمد بروتوكول دواء لعلاج كورونا ⭕الدواء هو ""كلوروكين"" ⭕الدواء كان يُستعمل لعلاج الملاريا و أمراض الروماتيزم ⭕أبحاث أجريت على الدواء وأعطت نتائج واعدة ⭕النتائج خلصت لإمكانية استعماله لعلاج كورونا ⭕الأبحاث أجريت في الصين و أوروبا #البليدة_لن_تذبل  https://t.co/SFQdnAi20r"	Not Hatefull
869	 https://t.co/7vwbl9ckpz Algeria وزارة الصحة تصدم الجزائريين بعدم شراء كميات كبيرة من لقاح كورونا لأنه غالي والشعب رخيص  https://t.co/24xPkZafp0 Algerie Algerie #Algerie  https://t.co/6K8YT6h4Bw	Not Hatefull
870	#كورونا  الرئاسة الجزائرية تعلن إصابة الرئيس عبدالمجيد تبون بفيروس كورونا ، ويتلقى العلاج في #المانيا  https://t.co/4FLBSb20Rl	Not Hatefull
871	تعلن #وزارة_الصحة عن وفاة مقيم مصاب بمرض كورونا #كوفيد١٩ يبلغ من العمر ثلاثة وأربعين عاماً ليبلغ عدد الوفيات من هذا المرض #بالسلطنة عشرين وفاة. وتتقدم وزارة الصحة إلى ذوي الفقيد بخالص العزاء والمواساة سائلة الله سبحانه أن يلهم أهله وذويه الصبر والسلوان #عُمان #شبكة_عمان  https://t.co/DQI1jYH3HQ	Not Hatefull
872	@SamiAyedEl هههههههههه وانت طيب حبيبي؛ بعد كورونا ان شاءالله 😅	Not Hatefull
873	@nkaaalfrat ههههههههههه كورونا قوم عند قوم فوائد	Not Hatefull
874	رئيس الجمهورية السيد عبد المجيد #تبون، يترأس بمقر رئاسة الجمهورية اجتماعا مع أعضاء اللجنة الوطنية لرصد ومتابعة وباء كورونا  https://t.co/fWDvJNogk8	Not Hatefull
875	@UNESCOIraq @UNESCOarabic @GermanyDiplo @AuswaertigesAmt @IraqiGovt @UNIraq @UNarabic @UN @GermanyinIraq @Iraqimofa #احسمو_امرنا_التاجيل_مطلبنا  نحن طلاب السادس الاعدادي في العراق حياتنا في خطر وزاره التربيه ستقتلنا بواسطه كورونا #احسمو_امرنا_التاجيل_مطلبنا  https://t.co/ePIWs55rhp	Not Hatefull
876	ببالغ الحزن والاسى تنعي ادارة #مستشفى_الفروانية وجميع العامين بها  بوفاة زميلنا من ابطال الصحة          جراردو كاستيلو   اختصاصي الاشعه بمستشفى الفروانية اثر اصابته بفيروس كورونا المستجد رحمه الله وألهم اهله ومحبيه الصبر والسلوان .#الكويت #نيشان_نيوز #الحظر_الكامل  #كورونا  https://t.co/iYgOPIB4pW	Not Hatefull
877	من كثرة اخبار الحرب والقتل وفيروس كورونا غلطت وقالت : سنموت بعد الفاصل😂  https://t.co/bTIRcSqZOE	Not Hatefull
878	انتقل الاخ سالم العماري الى رحمة الله بعد ان اصيب بفايرس كورونا الله يرحمه ويسكنه فسيح جناته وان يلهم اهله وذويه الصبر انا لله وانا اليه راجعون @salem2020192	Not Hatefull
879	بعتقد إنو سبب عدم تدهور الأوضاع الأمنية بي لبنان يعود إلى وجود الشطافات في البيوت و إلا كانت المصارعة على أوراق الحمامات واصلي للركب! 😅 #لا_داعي_للهلع #سنموت_بعد_قليل #كورونا_لبنان #لا_ثقة #لبنان_يتكروان	Not Hatefull
880	الشيبه كانوا يقولوا لنا  انتم اصحاب النيدو هيا اقنعو كورونا انكم اصحاب السمن والعسل 😂😂😂😂😂😂🤣🤣🤣	Not Hatefull
881	أحلى شي بكورونا انو ما بموتك دغري بيعطيك وقت تمحي الصور والمحادثات 🤣🤣🤣   #خليك_بالبيت #كورونا #كورونا_لبنان #سنموت_بعد_قليل #لا_داعي_للهلع	Not Hatefull
